epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,538.83,1.09146,1.21652,1.18121,0.49092,0.75946,0.51335,0.36022,1.13197,1.24361,1.21073,0.00143595,0.00143595,0.00143595
16,573.525,1.13309,1.24281,1.21089,0.4772,0.78847,0.50643,0.35372,1.10533,1.18821,1.18214,0.00141945,0.00141945,0.00141945
17,608.531,1.11512,1.22868,1.19342,0.46863,0.82294,0.52598,0.39052,0.98733,1.19466,1.09949,0.00140295,0.00140295,0.00140295
18,643.7,1.13434,1.21474,1.19755,0.49166,0.7763,0.53059,0.39262,0.98049,1.13972,1.12333,0.00138644,0.00138644,0.00138644
19,678.593,1.05621,1.19765,1.15201,0.50853,0.74248,0.53309,0.38299,1.0747,1.17942,1.1583,0.00136994,0.00136994,0.00136994
20,712.879,1.06187,1.16898,1.15149,0.46837,0.90303,0.53468,0.39728,0.98274,1.13254,1.12946,0.00135344,0.00135344,0.00135344
21,748.289,1.05489,1.18548,1.18003,0.47946,0.80026,0.52525,0.36205,1.03204,1.17851,1.15952,0.00133693,0.00133693,0.00133693
22,782.961,1.07162,1.21827,1.15829,0.46218,0.87335,0.56262,0.40982,1.00752,1.10026,1.14088,0.00132043,0.00132043,0.00132043
23,817.822,1.07628,1.21277,1.17358,0.47724,0.81153,0.54347,0.39643,1.02397,1.12129,1.1637,0.00130393,0.00130393,0.00130393
24,853.055,1.02836,1.15619,1.1379,0.48282,0.80337,0.52908,0.38474,1.04034,1.13006,1.17337,0.00128742,0.00128742,0.00128742
25,888.333,1.06999,1.17519,1.17428,0.4805,0.79539,0.53649,0.40184,0.99928,1.12297,1.14088,0.00127092,0.00127092,0.00127092
26,922.942,1.02749,1.16201,1.16333,0.4577,0.8755,0.5442,0.40164,0.98808,1.0879,1.12507,0.00125442,0.00125442,0.00125442
27,958.14,1.03303,1.17135,1.15411,0.46278,0.81467,0.56747,0.40935,1.0349,1.13752,1.13388,0.00123791,0.00123791,0.00123791
28,993.515,1.02399,1.16384,1.15525,0.4636,0.87682,0.54626,0.4014,0.97502,1.0879,1.10931,0.00122141,0.00122141,0.00122141
29,1029.26,1.03787,1.16441,1.15064,0.49204,0.8217,0.55697,0.40657,1.00675,1.05775,1.13481,0.00120491,0.00120491,0.00120491
30,1064.5,1.00002,1.09711,1.1386,0.5077,0.81598,0.54657,0.38625,1.01401,1.11842,1.13123,0.0011884,0.0011884,0.0011884
31,1099.53,1.02918,1.15136,1.16435,0.46524,0.77853,0.55182,0.39432,1.03895,1.22548,1.17106,0.0011719,0.0011719,0.0011719
32,1134.84,1.05467,1.17498,1.15814,0.50144,0.82661,0.57073,0.41032,1.02882,1.08424,1.16052,0.0011554,0.0011554,0.0011554
33,1170.41,1.06835,1.14022,1.17498,0.493,0.81394,0.57252,0.42068,0.97458,1.05903,1.1174,0.00113889,0.00113889,0.00113889
34,1205.82,0.9936,1.10761,1.13803,0.50872,0.86523,0.5872,0.41631,1.03529,1.05464,1.14154,0.00112239,0.00112239,0.00112239
35,1240.76,0.98839,1.11518,1.11675,0.50674,0.80207,0.59037,0.42419,0.99963,1.04928,1.14784,0.00110589,0.00110589,0.00110589
36,1276.13,0.98382,1.09279,1.14411,0.54398,0.76385,0.66269,0.46638,0.97917,1.03386,1.12166,0.00108938,0.00108938,0.00108938
37,1311.59,0.99392,1.09148,1.13944,0.47891,0.86381,0.61039,0.4387,0.96238,1.05717,1.10951,0.00107288,0.00107288,0.00107288
38,1346.94,0.99856,1.08944,1.13132,0.52982,0.74391,0.64528,0.46669,0.96508,1.09268,1.11021,0.00105638,0.00105638,0.00105638
39,1381.88,0.94726,1.0534,1.10248,0.48834,0.81538,0.65485,0.47191,0.97701,1.05835,1.1442,0.00103987,0.00103987,0.00103987
40,1417.5,0.95813,1.07353,1.12425,0.52094,0.82057,0.6259,0.45389,1.00591,1.03908,1.1475,0.00102337,0.00102337,0.00102337
41,1452.72,0.97379,1.08882,1.13083,0.49956,0.81237,0.63758,0.47086,0.93194,1.02475,1.08948,0.00100687,0.00100687,0.00100687
42,1488.09,0.94536,1.05217,1.10848,0.52076,0.77984,0.63862,0.4514,0.97624,1.04251,1.11395,0.000990365,0.000990365,0.000990365
43,1523.06,0.93634,1.02597,1.095,0.52466,0.83749,0.67704,0.48733,0.98641,0.99982,1.11991,0.000973861,0.000973861,0.000973861
44,1558.33,0.95996,1.03901,1.11187,0.47024,0.89958,0.62287,0.44584,1.00561,1.11837,1.11189,0.000957358,0.000957358,0.000957358
45,1593.5,0.96666,1.05058,1.12506,0.49567,0.76177,0.63359,0.45349,0.97675,1.02079,1.11203,0.000940855,0.000940855,0.000940855
46,1628.76,0.93601,1.03046,1.09441,0.53573,0.83405,0.70548,0.51487,0.97244,1.01639,1.11719,0.000924352,0.000924352,0.000924352
47,1663.8,0.92365,1.05955,1.0861,0.55985,0.6946,0.65209,0.45612,0.98742,1.08453,1.13619,0.000907848,0.000907848,0.000907848
48,1698.89,0.97145,1.07762,1.1273,0.51876,0.7848,0.6515,0.48914,0.95196,1.02186,1.10444,0.000891345,0.000891345,0.000891345
49,1734.07,0.92328,1.01136,1.09508,0.52396,0.74731,0.64302,0.46872,1.01168,1.09483,1.14962,0.000874842,0.000874842,0.000874842
50,1769.23,0.92927,1.02514,1.10411,0.47624,0.83046,0.62194,0.44805,0.98026,1.10873,1.15366,0.000858338,0.000858338,0.000858338
51,1803.95,0.90395,0.99208,1.07801,0.59851,0.69959,0.67569,0.4894,0.93755,0.98589,1.09623,0.000841835,0.000841835,0.000841835
52,1839.27,0.90356,0.98209,1.08131,0.5507,0.80383,0.69582,0.50451,0.96586,0.99111,1.13893,0.000825332,0.000825332,0.000825332
53,1874.16,0.87711,0.98921,1.08293,0.54697,0.82824,0.68579,0.49563,0.96929,1.03892,1.10732,0.000808828,0.000808828,0.000808828
54,1909.41,0.90912,0.9752,1.0892,0.64791,0.7162,0.74036,0.53381,0.96884,0.94451,1.12686,0.000792325,0.000792325,0.000792325
55,1944.65,0.86092,0.95309,1.05819,0.51924,0.84646,0.69287,0.50463,0.96574,1.04282,1.11857,0.000775822,0.000775822,0.000775822
56,1979.81,0.93132,0.97886,1.10483,0.59545,0.77433,0.69489,0.50727,0.91688,0.96088,1.09517,0.000759318,0.000759318,0.000759318
57,2015.1,0.8951,0.95974,1.07714,0.5485,0.79077,0.67397,0.49354,1.00627,1.17113,1.1361,0.000742815,0.000742815,0.000742815
58,2050.36,0.87599,0.9599,1.06212,0.57014,0.82374,0.7451,0.55016,0.93189,0.96504,1.09641,0.000726312,0.000726312,0.000726312
59,2085.38,0.86974,0.95877,1.06275,0.63434,0.72342,0.71093,0.50965,0.95526,0.95442,1.111,0.000709809,0.000709809,0.000709809
60,2120.8,0.85976,0.92681,1.06127,0.62143,0.76094,0.75593,0.55649,0.93473,0.95848,1.09987,0.000693305,0.000693305,0.000693305
61,2156.12,0.87269,0.91407,1.06392,0.60822,0.73979,0.7352,0.53873,0.96041,0.96704,1.10677,0.000676802,0.000676802,0.000676802
62,2191.24,0.88628,0.92417,1.06601,0.59308,0.79312,0.73901,0.53315,0.99817,0.95237,1.13351,0.000660299,0.000660299,0.000660299
63,2226.14,0.87337,0.8763,1.06598,0.65603,0.76468,0.73727,0.53841,0.95624,0.91049,1.13062,0.000643795,0.000643795,0.000643795
64,2261.12,0.83873,0.9008,1.05417,0.60452,0.81502,0.75399,0.55495,0.93171,0.93954,1.11014,0.000627292,0.000627292,0.000627292
65,2296.84,0.85021,0.88371,1.06148,0.71156,0.73106,0.77892,0.56776,0.99042,0.91713,1.13939,0.000610789,0.000610789,0.000610789
66,2332.06,0.85988,0.90915,1.06555,0.60526,0.78564,0.77479,0.5461,0.98574,0.91856,1.13259,0.000594286,0.000594286,0.000594286
67,2367,0.88402,0.88141,1.06221,0.61684,0.7715,0.77504,0.55908,0.97411,0.90199,1.1138,0.000577782,0.000577782,0.000577782
68,2402.55,0.82607,0.84307,1.02613,0.5994,0.80592,0.72267,0.52842,0.94787,1.01035,1.10177,0.000561279,0.000561279,0.000561279
69,2437.65,0.83674,0.86376,1.04961,0.61877,0.79647,0.74732,0.54812,0.93308,0.95284,1.09078,0.000544776,0.000544776,0.000544776
70,2472.71,0.82412,0.82225,1.04821,0.61065,0.81776,0.74536,0.5612,0.951,0.93935,1.1189,0.000528272,0.000528272,0.000528272
71,2508.11,0.81754,0.83378,1.02549,0.6703,0.71218,0.78137,0.58098,0.9234,0.90086,1.09268,0.000511769,0.000511769,0.000511769
72,2543.82,0.81483,0.81129,1.03251,0.6405,0.82763,0.80286,0.59903,0.91703,0.87412,1.07946,0.000495266,0.000495266,0.000495266
73,2578.83,0.81364,0.80068,1.03093,0.69883,0.72522,0.76076,0.57684,0.93475,0.91467,1.0987,0.000478762,0.000478762,0.000478762
74,2614.28,0.78657,0.77155,1.02388,0.71507,0.68167,0.78321,0.57228,0.95869,0.91677,1.14251,0.000462259,0.000462259,0.000462259
75,2649.44,0.80702,0.77307,1.03111,0.59797,0.78754,0.71971,0.53471,0.94906,0.97349,1.11362,0.000445756,0.000445756,0.000445756
76,2684.54,0.78199,0.74866,1.03054,0.70921,0.70846,0.78367,0.59513,0.92306,0.8904,1.11171,0.000429253,0.000429253,0.000429253
77,2719.59,0.8125,0.7713,1.03323,0.57223,0.83081,0.7395,0.56958,0.91721,1.04405,1.08695,0.000412749,0.000412749,0.000412749
78,2755.13,0.77223,0.78535,1.00515,0.6338,0.81233,0.79075,0.60624,0.91842,0.89953,1.09662,0.000396246,0.000396246,0.000396246
79,2790.16,0.76877,0.74995,1.00677,0.6536,0.80162,0.80898,0.60608,0.95409,0.863,1.11891,0.000379743,0.000379743,0.000379743
80,2825.44,0.77997,0.73456,1.02098,0.67858,0.73721,0.77263,0.58432,0.91855,0.92451,1.08037,0.000363239,0.000363239,0.000363239
81,2860.35,0.77121,0.73342,1.01562,0.68187,0.74715,0.78949,0.60211,0.89231,0.88383,1.08594,0.000346736,0.000346736,0.000346736
82,2895.9,0.7547,0.69378,0.99043,0.67543,0.77114,0.79625,0.5995,0.90503,0.90408,1.07664,0.000330233,0.000330233,0.000330233
83,2931.37,0.76057,0.70584,1.00913,0.72416,0.70651,0.78416,0.60649,0.90348,0.89341,1.08502,0.000313729,0.000313729,0.000313729
84,2966.31,0.73506,0.68559,0.99666,0.69651,0.75897,0.79895,0.60321,0.93738,0.88673,1.10381,0.000297226,0.000297226,0.000297226
85,3001.87,0.77943,0.73737,1.02495,0.74702,0.72538,0.78709,0.60307,0.91145,0.90805,1.08288,0.000280723,0.000280723,0.000280723
86,3037.47,0.77446,0.69408,1.02669,0.67161,0.80763,0.82119,0.62986,0.88244,0.87051,1.07804,0.00026422,0.00026422,0.00026422
87,3072.75,0.75701,0.67176,1.01099,0.71718,0.77659,0.81231,0.62022,0.90549,0.85589,1.06781,0.000247716,0.000247716,0.000247716
88,3108.23,0.7525,0.6536,1.00448,0.74444,0.72119,0.79123,0.602,0.9278,0.88093,1.09681,0.000231213,0.000231213,0.000231213
89,3143.6,0.73249,0.61865,0.99626,0.72787,0.76026,0.81351,0.61948,0.89928,0.85139,1.08453,0.00021471,0.00021471,0.00021471
90,3179.46,0.73106,0.65468,0.99653,0.71219,0.79825,0.81445,0.61918,0.93826,0.86152,1.10523,0.000198206,0.000198206,0.000198206
91,3216.24,0.65909,0.56537,0.94707,0.66395,0.81538,0.80991,0.61576,0.92042,0.85153,1.10379,0.000181703,0.000181703,0.000181703
92,3251.77,0.65676,0.52531,0.95104,0.7474,0.72463,0.82587,0.62767,0.90195,0.84444,1.08435,0.0001652,0.0001652,0.0001652
93,3287.52,0.66143,0.54578,0.94667,0.73851,0.7508,0.81943,0.63079,0.9099,0.84666,1.09818,0.000148696,0.000148696,0.000148696
94,3322.93,0.63393,0.50347,0.9432,0.71897,0.77853,0.83946,0.64132,0.89965,0.81145,1.09307,0.000132193,0.000132193,0.000132193
95,3358.19,0.62077,0.4673,0.93333,0.70762,0.78755,0.82569,0.63429,0.91807,0.85401,1.0997,0.00011569,0.00011569,0.00011569
96,3393.78,0.63767,0.47101,0.94454,0.75192,0.75044,0.81482,0.63205,0.90542,0.87437,1.09017,9.91865e-05,9.91865e-05,9.91865e-05
97,3429.6,0.62626,0.46222,0.92859,0.69447,0.79971,0.82333,0.63116,0.9088,0.84904,1.09785,8.26832e-05,8.26832e-05,8.26832e-05
98,3465.05,0.61741,0.44332,0.92586,0.70996,0.80378,0.82425,0.63432,0.91979,0.85359,1.10032,6.61799e-05,6.61799e-05,6.61799e-05
99,3500.73,0.61105,0.44123,0.92677,0.70089,0.81467,0.82414,0.63208,0.91794,0.85935,1.102,4.96766e-05,4.96766e-05,4.96766e-05
100,3536.37,0.61502,0.41747,0.93428,0.72273,0.78605,0.83053,0.6381,0.90849,0.8386,1.10126,3.31733e-05,3.31733e-05,3.31733e-05
